timestamp,meter_id,zone_id,meter_type,consumption_kwh,is_anomaly,anomaly_type,if_score,ae_score,ensemble_score,ensemble_flag,predicted_type,final_flag,fp_reason,confidence_label
2024-03-16 05:30:00,MTR_0000,zone_0,residential,0.176,0,none,0.918,0.1061,0.5527,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-16 05:45:00,MTR_0000,zone_0,residential,0.2034,0,none,0.9369,0.1082,0.564,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 06:00:00,MTR_0000,zone_0,residential,0.3182,0,none,0.9638,0.1815,0.6117,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 06:15:00,MTR_0000,zone_0,residential,0.3221,0,none,0.9421,0.1366,0.5796,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 06:30:00,MTR_0000,zone_0,residential,0.3237,0,none,0.9395,0.0735,0.5498,1,UNKNOWN,0,Score 0.550 < threshold 0.55,LOW
2024-03-16 06:45:00,MTR_0000,zone_0,residential,0.3451,0,none,0.9427,0.0931,0.5603,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-16 07:00:00,MTR_0000,zone_0,residential,0.503,0,none,1.0,0.4063,0.7328,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 07:15:00,MTR_0000,zone_0,residential,0.3671,0,none,0.9614,0.1527,0.5975,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 07:30:00,MTR_0000,zone_0,residential,0.525,0,none,1.0,0.227,0.6522,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 07:45:00,MTR_0000,zone_0,residential,0.5411,0,none,1.0,0.4953,0.7729,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-16 08:00:00,MTR_0000,zone_0,residential,0.4103,0,none,0.9591,0.3437,0.6822,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 08:15:00,MTR_0000,zone_0,residential,0.4131,0,none,0.9379,0.1813,0.5974,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 08:30:00,MTR_0000,zone_0,residential,0.4318,0,none,0.9567,0.2454,0.6366,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 08:45:00,MTR_0000,zone_0,residential,0.4209,0,none,0.9546,0.2554,0.6399,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 09:00:00,MTR_0000,zone_0,residential,0.38,0,none,0.9428,0.1573,0.5893,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 09:15:00,MTR_0000,zone_0,residential,0.3152,0,none,0.95,0.383,0.6949,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 09:30:00,MTR_0000,zone_0,residential,0.3399,0,none,0.9386,0.229,0.6193,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 09:45:00,MTR_0000,zone_0,residential,0.4193,0,none,0.971,0.5016,0.7598,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-16 10:00:00,MTR_0000,zone_0,residential,0.2419,0,none,0.949,0.1038,0.5687,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 10:15:00,MTR_0000,zone_0,residential,0.2873,0,none,0.9411,0.1705,0.5944,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 10:30:00,MTR_0000,zone_0,residential,0.2687,0,none,0.9209,0.1626,0.5797,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 10:45:00,MTR_0000,zone_0,residential,0.2235,0,none,0.9477,0.1339,0.5815,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 11:00:00,MTR_0000,zone_0,residential,0.2354,0,none,0.9175,0.1556,0.5747,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 11:15:00,MTR_0000,zone_0,residential,0.2219,0,none,0.9196,0.1208,0.5601,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 11:30:00,MTR_0000,zone_0,residential,0.2158,0,none,0.9132,0.1356,0.5633,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 11:45:00,MTR_0000,zone_0,residential,0.2284,0,none,0.9151,0.131,0.5623,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 12:00:00,MTR_0000,zone_0,residential,0.2712,0,none,0.9218,0.1083,0.5557,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 12:15:00,MTR_0000,zone_0,residential,0.2761,0,none,0.9175,0.1189,0.5581,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 12:30:00,MTR_0000,zone_0,residential,0.2859,0,none,0.9344,0.1052,0.5613,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 12:45:00,MTR_0000,zone_0,residential,0.2698,0,none,0.913,0.2017,0.5929,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 13:00:00,MTR_0000,zone_0,residential,0.1993,0,none,0.9232,0.0761,0.542,1,UNKNOWN,0,Score 0.542 < threshold 0.55,LOW
2024-03-16 13:15:00,MTR_0000,zone_0,residential,0.2155,0,none,0.9176,0.1574,0.5756,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-16 13:30:00,MTR_0000,zone_0,residential,0.2767,0,none,0.951,0.1393,0.5857,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 13:45:00,MTR_0000,zone_0,residential,0.237,0,none,0.9174,0.0651,0.5339,1,UNKNOWN,0,Score 0.534 < threshold 0.55,LOW
2024-03-16 14:00:00,MTR_0000,zone_0,residential,0.2664,0,none,0.9415,0.0975,0.5617,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-16 14:15:00,MTR_0000,zone_0,residential,0.249,0,none,0.9238,0.0829,0.5454,1,UNKNOWN,0,Score 0.545 < threshold 0.55,LOW
2024-03-16 14:30:00,MTR_0000,zone_0,residential,0.2283,0,none,0.9252,0.0766,0.5433,1,UNKNOWN,0,Score 0.543 < threshold 0.55,LOW
2024-03-16 14:45:00,MTR_0000,zone_0,residential,0.2294,0,none,0.9284,0.1252,0.567,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-16 15:00:00,MTR_0000,zone_0,residential,0.2605,0,none,0.9195,0.0538,0.5299,1,UNKNOWN,0,Score 0.530 < threshold 0.55,LOW
2024-03-16 15:15:00,MTR_0000,zone_0,residential,0.225,0,none,0.9139,0.0755,0.5366,1,UNKNOWN,0,Score 0.537 < threshold 0.55,LOW
2024-03-16 15:30:00,MTR_0000,zone_0,residential,0.2617,0,none,0.9248,0.0796,0.5444,1,UNKNOWN,0,Score 0.544 < threshold 0.55,LOW
2024-03-16 15:45:00,MTR_0000,zone_0,residential,0.2866,0,none,0.9315,0.1144,0.5638,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-16 16:00:00,MTR_0000,zone_0,residential,0.2843,0,none,0.9156,0.0982,0.5478,1,UNKNOWN,0,Score 0.548 < threshold 0.55,LOW
2024-03-16 16:15:00,MTR_0000,zone_0,residential,0.3085,0,none,0.9318,0.1016,0.5582,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-16 16:30:00,MTR_0000,zone_0,residential,0.319,0,none,0.9292,0.1227,0.5663,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 16:45:00,MTR_0000,zone_0,residential,0.2769,0,none,0.917,0.0805,0.5406,1,UNKNOWN,0,Score 0.541 < threshold 0.55,LOW
2024-03-16 17:00:00,MTR_0000,zone_0,residential,0.3598,0,none,0.9558,0.1873,0.61,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-16 17:15:00,MTR_0000,zone_0,residential,0.3429,0,none,0.9345,0.1627,0.5872,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 17:30:00,MTR_0000,zone_0,residential,0.3487,0,none,0.9311,0.1742,0.5905,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 17:45:00,MTR_0000,zone_0,residential,0.3348,0,none,0.9326,0.1889,0.5979,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 18:00:00,MTR_0000,zone_0,residential,0.4503,0,none,0.9662,0.2736,0.6546,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 18:15:00,MTR_0000,zone_0,residential,0.5404,0,none,1.0,0.2343,0.6555,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 18:30:00,MTR_0000,zone_0,residential,0.4498,0,none,0.9614,0.1383,0.591,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 18:45:00,MTR_0000,zone_0,residential,0.4902,0,none,0.976,0.1724,0.6144,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 19:00:00,MTR_0000,zone_0,residential,0.5374,0,none,0.9759,0.3778,0.7068,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 19:15:00,MTR_0000,zone_0,residential,0.6128,0,none,0.9946,0.5348,0.7877,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-16 19:30:00,MTR_0000,zone_0,residential,0.6187,0,none,1.0,0.8323,0.9245,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-16 19:45:00,MTR_0000,zone_0,residential,0.5987,0,none,0.9969,0.5548,0.798,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-16 20:00:00,MTR_0000,zone_0,residential,0.5354,0,none,0.9767,0.4165,0.7246,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 20:15:00,MTR_0000,zone_0,residential,0.513,0,none,0.9663,0.4904,0.7522,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-16 20:30:00,MTR_0000,zone_0,residential,0.4728,0,none,0.9672,0.3598,0.6939,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 20:45:00,MTR_0000,zone_0,residential,0.6039,0,none,0.9943,0.5604,0.799,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-16 21:00:00,MTR_0000,zone_0,residential,0.4207,0,none,0.9641,0.1858,0.6139,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 21:15:00,MTR_0000,zone_0,residential,0.4717,0,none,0.9608,0.4025,0.7096,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 21:30:00,MTR_0000,zone_0,residential,0.4859,0,none,0.9565,0.558,0.7772,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-16 21:45:00,MTR_0000,zone_0,residential,0.4281,0,none,0.9648,0.3049,0.6678,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 22:00:00,MTR_0000,zone_0,residential,0.3234,0,none,0.9536,0.156,0.5947,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 22:15:00,MTR_0000,zone_0,residential,0.3169,0,none,0.9484,0.1812,0.6032,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 22:30:00,MTR_0000,zone_0,residential,0.3399,0,none,0.9727,0.1705,0.6117,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 22:45:00,MTR_0000,zone_0,residential,0.2874,0,none,0.9402,0.1674,0.5924,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 23:00:00,MTR_0000,zone_0,residential,0.134,0,none,0.9754,0.2558,0.6516,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 23:15:00,MTR_0000,zone_0,residential,0.1433,0,none,0.9479,0.2661,0.6411,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 23:30:00,MTR_0000,zone_0,residential,0.1518,0,none,0.9461,0.1908,0.6062,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-16 23:45:00,MTR_0000,zone_0,residential,0.15,0,none,0.9438,0.2317,0.6234,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 00:00:00,MTR_0000,zone_0,residential,0.1132,0,none,0.9392,0.1926,0.6033,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 00:15:00,MTR_0000,zone_0,residential,0.099,0,none,0.9396,0.221,0.6163,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 00:30:00,MTR_0000,zone_0,residential,0.1213,0,none,0.9372,0.1925,0.6021,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 00:45:00,MTR_0000,zone_0,residential,0.1353,0,none,0.9333,0.1893,0.5985,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 01:00:00,MTR_0000,zone_0,residential,0.1212,0,none,0.9279,0.1881,0.595,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 01:15:00,MTR_0000,zone_0,residential,0.1226,0,none,0.9224,0.1681,0.583,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 01:30:00,MTR_0000,zone_0,residential,0.1222,0,none,0.9249,0.1681,0.5843,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 01:45:00,MTR_0000,zone_0,residential,0.1206,0,none,0.9247,0.1954,0.5965,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 02:00:00,MTR_0000,zone_0,residential,0.1256,0,none,0.9207,0.1764,0.5857,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 02:15:00,MTR_0000,zone_0,residential,0.1206,0,none,0.9262,0.1848,0.5926,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 02:30:00,MTR_0000,zone_0,residential,0.1139,0,none,0.9217,0.1854,0.5904,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 02:45:00,MTR_0000,zone_0,residential,0.1094,0,none,0.9258,0.1896,0.5945,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 03:00:00,MTR_0000,zone_0,residential,0.1145,0,none,0.9227,0.166,0.5822,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 03:15:00,MTR_0000,zone_0,residential,0.1198,0,none,0.9242,0.1752,0.5871,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 03:30:00,MTR_0000,zone_0,residential,0.1139,0,none,0.9312,0.2045,0.6042,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 03:45:00,MTR_0000,zone_0,residential,0.1198,0,none,0.9232,0.1812,0.5893,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 04:00:00,MTR_0000,zone_0,residential,0.121,0,none,0.9231,0.169,0.5838,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 04:15:00,MTR_0000,zone_0,residential,0.1246,0,none,0.9249,0.1843,0.5916,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 04:30:00,MTR_0000,zone_0,residential,0.1289,0,none,0.9249,0.1757,0.5877,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 04:45:00,MTR_0000,zone_0,residential,0.1176,0,none,0.9276,0.1796,0.591,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 05:00:00,MTR_0000,zone_0,residential,0.1744,0,none,0.9333,0.2119,0.6087,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 05:15:00,MTR_0000,zone_0,residential,0.1894,0,none,0.9209,0.1961,0.5947,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 05:30:00,MTR_0000,zone_0,residential,0.1955,0,none,0.9205,0.2085,0.6001,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 05:45:00,MTR_0000,zone_0,residential,0.1662,0,none,0.9314,0.1887,0.5972,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 06:00:00,MTR_0000,zone_0,residential,0.3895,0,none,1.0,0.6371,0.8367,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-17 06:15:00,MTR_0000,zone_0,residential,0.3546,0,none,0.9472,0.5907,0.7868,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-17 06:30:00,MTR_0000,zone_0,residential,0.3613,0,none,0.9465,0.4028,0.7019,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 06:45:00,MTR_0000,zone_0,residential,0.3889,0,none,0.9603,0.4693,0.7394,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 07:00:00,MTR_0000,zone_0,residential,0.4809,0,none,0.9604,0.6991,0.8428,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-17 07:15:00,MTR_0000,zone_0,residential,0.5296,0,none,1.0,1.0,1.0,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-17 07:30:00,MTR_0000,zone_0,residential,0.5019,0,none,0.9778,1.0,0.9878,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-17 07:45:00,MTR_0000,zone_0,residential,0.4989,0,none,0.9679,0.6967,0.8458,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-17 08:00:00,MTR_0000,zone_0,residential,0.4386,0,none,0.9449,0.5998,0.7896,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-17 08:15:00,MTR_0000,zone_0,residential,0.5297,0,none,0.9758,0.5314,0.7758,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-17 08:30:00,MTR_0000,zone_0,residential,0.4534,0,none,0.949,0.7608,0.8643,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-17 08:45:00,MTR_0000,zone_0,residential,0.4936,0,none,0.9607,0.8276,0.9008,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-17 09:00:00,MTR_0000,zone_0,residential,0.3311,0,none,0.9556,0.7145,0.8471,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-17 09:15:00,MTR_0000,zone_0,residential,0.4263,0,none,0.963,0.472,0.7421,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 09:30:00,MTR_0000,zone_0,residential,0.4223,0,none,0.9443,0.9702,0.956,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-17 09:45:00,MTR_0000,zone_0,residential,0.3926,0,none,0.9439,0.4459,0.7198,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 10:00:00,MTR_0000,zone_0,residential,0.2677,0,none,0.9321,0.1668,0.5877,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 10:15:00,MTR_0000,zone_0,residential,0.2814,0,none,0.931,0.2691,0.6331,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 10:30:00,MTR_0000,zone_0,residential,0.3226,0,none,0.9461,0.1291,0.5785,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 10:45:00,MTR_0000,zone_0,residential,0.2342,0,none,0.9392,0.2565,0.632,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 11:00:00,MTR_0000,zone_0,residential,0.2483,0,none,0.9132,0.2067,0.5953,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 11:15:00,MTR_0000,zone_0,residential,0.2167,0,none,0.9187,0.2586,0.6216,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 11:30:00,MTR_0000,zone_0,residential,0.2333,0,none,0.9197,0.1963,0.5942,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 11:45:00,MTR_0000,zone_0,residential,0.2291,0,none,0.9099,0.3465,0.6564,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 12:00:00,MTR_0000,zone_0,residential,0.2633,0,none,0.9175,0.31,0.6441,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 12:15:00,MTR_0000,zone_0,residential,0.2724,0,none,0.9162,0.2919,0.6353,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 12:30:00,MTR_0000,zone_0,residential,0.2479,0,none,0.922,0.4136,0.6932,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 12:45:00,MTR_0000,zone_0,residential,0.2951,0,none,0.9246,0.185,0.5918,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 13:00:00,MTR_0000,zone_0,residential,0.2002,0,none,0.931,0.1698,0.5885,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 13:15:00,MTR_0000,zone_0,residential,0.2438,0,none,0.9208,0.1576,0.5774,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 13:30:00,MTR_0000,zone_0,residential,0.2276,0,none,0.9244,0.0987,0.5528,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 13:45:00,MTR_0000,zone_0,residential,0.2118,0,none,0.9263,0.0807,0.5458,1,UNKNOWN,0,Score 0.546 < threshold 0.55,LOW
2024-03-17 14:00:00,MTR_0000,zone_0,residential,0.2375,0,none,0.9186,0.175,0.584,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-17 14:15:00,MTR_0000,zone_0,residential,0.2046,0,none,0.9289,0.1793,0.5916,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 14:30:00,MTR_0000,zone_0,residential,0.2345,0,none,0.9183,0.2138,0.6013,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 14:45:00,MTR_0000,zone_0,residential,0.2071,0,none,0.9212,0.1503,0.5743,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 15:00:00,MTR_0000,zone_0,residential,0.2827,0,none,0.9228,0.1848,0.5907,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 15:15:00,MTR_0000,zone_0,residential,0.2525,0,none,0.9157,0.1216,0.5584,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 15:30:00,MTR_0000,zone_0,residential,0.2628,0,none,0.9129,0.1259,0.5588,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 15:45:00,MTR_0000,zone_0,residential,0.2791,0,none,0.919,0.2018,0.5963,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 16:00:00,MTR_0000,zone_0,residential,0.2924,0,none,0.9165,0.0495,0.5264,1,UNKNOWN,0,Score 0.526 < threshold 0.55,LOW
2024-03-17 16:15:00,MTR_0000,zone_0,residential,0.3102,0,none,0.9216,0.1441,0.5717,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-17 16:30:00,MTR_0000,zone_0,residential,0.2739,0,none,0.9297,0.2682,0.632,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 16:45:00,MTR_0000,zone_0,residential,0.3274,0,none,0.93,0.121,0.5659,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 17:00:00,MTR_0000,zone_0,residential,0.4445,0,none,0.9764,0.5278,0.7745,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-17 17:15:00,MTR_0000,zone_0,residential,0.4765,0,none,0.9934,0.3324,0.6959,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 17:30:00,MTR_0000,zone_0,residential,0.3924,0,none,0.9479,0.2437,0.631,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 17:45:00,MTR_0000,zone_0,residential,0.4141,0,none,0.9483,0.2785,0.6469,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 18:00:00,MTR_0000,zone_0,residential,0.4343,0,none,0.9478,0.3336,0.6714,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-17 18:15:00,MTR_0000,zone_0,residential,0.5673,0,none,0.9906,0.8171,0.9125,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-17 18:30:00,MTR_0000,zone_0,residential,0.5378,0,none,0.9844,0.5826,0.8036,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-17 18:45:00,MTR_0000,zone_0,residential,0.4868,0,none,0.9671,0.8209,0.9013,1,UNKNOWN,1,Passed all filter rules,HIGH
