timestamp,zone_id,actual_demand,predicted_demand,prediction_error,is_test_period,zone_peak,load_factor,risk_level,risk_score
2024-01-01 15:15:00,zone_0,8.5824,8.5807,0.0017,0,9.5925,0.8945217617930676,HIGH,89.5
2024-01-01 15:30:00,zone_0,7.8007,7.8007,0.0,0,9.5925,0.8132082356007297,HIGH,81.3
2024-01-01 15:45:00,zone_0,8.3666,8.3653,0.0013,0,9.5925,0.872066718790722,HIGH,87.2
2024-01-01 16:00:00,zone_0,8.217500000000001,8.2219,-0.0044,0,9.5925,0.8571175397445921,HIGH,85.7
2024-01-01 16:15:00,zone_0,8.5622,8.5623,-0.0001,0,9.5925,0.8926035965598125,HIGH,89.3
2024-01-01 16:30:00,zone_0,8.2624,8.2617,0.0007,0,9.5925,0.8612666145426114,HIGH,86.1
2024-01-01 16:45:00,zone_0,7.8068,7.8014,0.0054,0,9.5925,0.8132812092780819,HIGH,81.3
2024-01-01 17:00:00,zone_0,8.4782,8.4819,-0.0037,0,9.5925,0.8842220484753714,HIGH,88.4
2024-01-01 17:15:00,zone_0,8.7637,8.7664,-0.0027,0,9.5925,0.9138806359134742,CRITICAL,91.4
2024-01-01 17:30:00,zone_0,8.0669,8.0607,0.0062,0,9.5925,0.8403127443315092,HIGH,84.0
2024-01-01 17:45:00,zone_0,8.7151,8.7094,0.0057,0,9.5925,0.9079384936148034,CRITICAL,90.8
2024-01-01 18:00:00,zone_0,7.8646,7.8653,-0.0007,0,9.5925,0.8199426635392234,HIGH,82.0
2024-01-01 18:15:00,zone_0,8.4631,8.4622,0.0009,0,9.5925,0.8821683606984623,HIGH,88.2
2024-01-01 18:30:00,zone_0,8.4565,8.4598,-0.0033,0,9.5925,0.8819181652332552,HIGH,88.2
2024-01-01 18:45:00,zone_0,9.2861,9.2913,-0.0052,0,9.5925,0.9686004691164973,CRITICAL,96.9
2024-01-01 19:00:00,zone_0,8.7946,8.7937,0.0009,0,9.5925,0.9167266093302059,CRITICAL,91.7
2024-01-01 19:15:00,zone_0,8.806000000000001,8.8068,-0.0008,0,9.5925,0.9180922595777953,CRITICAL,91.8
2024-01-01 19:30:00,zone_0,9.0488,9.0449,0.0039,0,9.5925,0.9429137346885589,CRITICAL,94.3
2024-01-01 19:45:00,zone_0,8.9659,8.9717,-0.0058,0,9.5925,0.9352827729997395,CRITICAL,93.5
2024-01-01 20:00:00,zone_0,8.7433,8.7354,0.0079,0,9.5925,0.9106489444878813,CRITICAL,91.1
2024-01-01 20:15:00,zone_0,8.7772,8.7753,0.0019,0,9.5925,0.9148084440969507,CRITICAL,91.5
2024-01-01 20:30:00,zone_0,8.0658,8.0607,0.0051,0,9.5925,0.8403127443315092,HIGH,84.0
2024-01-01 20:45:00,zone_0,8.6014,8.603,-0.0016,0,9.5925,0.8968464946572844,HIGH,89.7
2024-01-01 21:00:00,zone_0,7.484,7.487,-0.003,0,9.5925,0.7805056033359395,HIGH,78.1
2024-01-01 21:15:00,zone_0,7.5673,7.5695,-0.0022,0,9.5925,0.7891060724524368,HIGH,78.9
2024-01-01 21:30:00,zone_0,6.7569,6.7597,-0.0028,0,9.5925,0.7046859525671098,MEDIUM,70.5
2024-01-01 21:45:00,zone_0,8.3858,8.3805,0.0053,0,9.5925,0.8736512900703675,HIGH,87.4
2024-01-01 22:00:00,zone_0,5.8597,5.8574,0.0023,0,9.5925,0.6106228824602554,MEDIUM,61.1
2024-01-01 22:15:00,zone_0,5.5719,5.5718,0.0001,0,9.5925,0.5808496221005994,LOW,58.1
2024-01-01 22:30:00,zone_0,7.117699999999999,7.1165,0.0012,0,9.5925,0.7418816783945792,MEDIUM,74.2
2024-01-01 22:45:00,zone_0,5.544499999999999,5.5426,0.0019,0,9.5925,0.577805577273912,LOW,57.8
2024-01-01 23:00:00,zone_0,4.5657,4.5661,-0.0004,0,9.5925,0.4760072973677352,LOW,47.6
2024-01-01 23:15:00,zone_0,4.3958,4.3959,-0.0001,0,9.5925,0.4582642689601251,LOW,45.8
2024-01-01 23:30:00,zone_0,4.8979,4.8984,-0.0005,0,9.5925,0.5106489444878811,LOW,51.1
2024-01-01 23:45:00,zone_0,4.5421000000000005,4.5428,-0.0007,0,9.5925,0.4735783163930154,LOW,47.4
2024-01-02 00:00:00,zone_0,3.8107,3.8138,-0.0031,0,9.5925,0.3975814438363305,LOW,39.8
2024-01-02 00:15:00,zone_0,4.6375,4.6378,-0.0003,0,9.5925,0.4834818868908002,LOW,48.3
2024-01-02 00:30:00,zone_0,4.2248,4.2252,-0.0004,0,9.5925,0.4404691164972635,LOW,44.0
2024-01-02 00:45:00,zone_0,4.1253,4.1258,-0.0005,0,9.5925,0.4301068543132656,LOW,43.0
2024-01-02 01:00:00,zone_0,3.7183,3.7216,-0.0033,0,9.5925,0.38796976804795413,LOW,38.8
2024-01-02 01:15:00,zone_0,4.1691,4.1665,0.0026,0,9.5925,0.4343497524107376,LOW,43.4
2024-01-02 01:30:00,zone_0,3.9197,3.9217,-0.002,0,9.5925,0.40882981495960385,LOW,40.9
2024-01-02 01:45:00,zone_0,4.3848,4.3829,0.0019,0,9.5925,0.4569090435235862,LOW,45.7
2024-01-02 02:00:00,zone_0,5.3587,5.3584,0.0003,0,9.5925,0.5586030753192598,LOW,55.9
2024-01-02 02:15:00,zone_0,3.8549,3.8519,0.003,0,9.5925,0.4015532968464947,LOW,40.2
2024-01-02 02:30:00,zone_0,4.376,4.3753,0.0007,0,9.5925,0.4561167578837634,LOW,45.6
2024-01-02 02:45:00,zone_0,3.9137,3.914,-0.0003,0,9.5925,0.4080271045087308,LOW,40.8
2024-01-02 03:00:00,zone_0,4.2331,4.2338,-0.0007,0,9.5925,0.4413656502475892,LOW,44.1
2024-01-02 03:15:00,zone_0,4.0719,4.0745,-0.0026,0,9.5925,0.4247589262444618,LOW,42.5
2024-01-02 03:30:00,zone_0,4.1579,4.1557,0.0022,0,9.5925,0.43322387281730523,LOW,43.3
2024-01-02 03:45:00,zone_0,3.882,3.8833,-0.0013,0,9.5925,0.4048266875162888,LOW,40.5
2024-01-02 04:00:00,zone_0,4.747,4.7478,-0.0008,0,9.5925,0.4949491790461298,LOW,49.5
2024-01-02 04:15:00,zone_0,4.2701,4.2704,-0.0003,0,9.5925,0.445181131091999,LOW,44.5
2024-01-02 04:30:00,zone_0,3.7672,3.7658,0.0014,0,9.5925,0.39257753453218663,LOW,39.3
2024-01-02 04:45:00,zone_0,3.8925,3.8908,0.0017,0,9.5925,0.40560854834506127,LOW,40.6
2024-01-02 05:00:00,zone_0,4.6316,4.631,0.0006,0,9.5925,0.48277299973937976,LOW,48.3
2024-01-02 05:15:00,zone_0,4.4184,4.4186,-0.0002,0,9.5925,0.46063070106854315,LOW,46.1
2024-01-02 05:30:00,zone_0,5.187799999999999,5.1889,-0.0011,0,9.5925,0.540933020589002,LOW,54.1
2024-01-02 05:45:00,zone_0,4.3979,4.3982,-0.0003,0,9.5925,0.45850403961428204,LOW,45.9
2024-01-02 06:00:00,zone_0,5.6579,5.6594,-0.0015,0,9.5925,0.589981756580662,LOW,59.0
2024-01-02 06:15:00,zone_0,5.5537,5.5516,0.0021,0,9.5925,0.5787438102684389,LOW,57.9
2024-01-02 06:30:00,zone_0,7.566,7.5645,0.0015,0,9.5925,0.7885848318999218,HIGH,78.9
2024-01-02 06:45:00,zone_0,5.4825,5.4828,-0.0003,0,9.5925,0.5715715402658327,LOW,57.2
2024-01-02 07:00:00,zone_0,7.099,7.0982,0.0008,0,9.5925,0.7399739379723743,MEDIUM,74.0
2024-01-02 07:15:00,zone_0,7.068599999999999,7.0702,-0.0016,0,9.5925,0.7370549908782904,MEDIUM,73.7
2024-01-02 07:30:00,zone_0,8.675600000000001,8.6749,0.0007,0,9.5925,0.9043419338024498,CRITICAL,90.4
2024-01-02 07:45:00,zone_0,6.7786,6.7757,0.0029,0,9.5925,0.7063539223351577,MEDIUM,70.6
2024-01-02 08:00:00,zone_0,8.3092,8.3122,-0.003,0,9.5925,0.8665311441230129,HIGH,86.7
2024-01-02 08:15:00,zone_0,8.1714,8.1712,0.0002,0,9.5925,0.8518321605420903,HIGH,85.2
2024-01-02 08:30:00,zone_0,7.817500000000001,7.8175,0.0,0,9.5925,0.8149596038571801,HIGH,81.5
2024-01-02 08:45:00,zone_0,8.4439,8.445,-0.0011,0,9.5925,0.8803752931978108,HIGH,88.0
2024-01-02 09:00:00,zone_0,8.8293,8.8186,0.0107,0,9.5925,0.9193223872817305,CRITICAL,91.9
2024-01-02 09:15:00,zone_0,8.7114,8.7098,0.0016,0,9.5925,0.9079801928590044,CRITICAL,90.8
2024-01-02 09:30:00,zone_0,8.7565,8.7564,0.0001,0,9.5925,0.9128381548084441,CRITICAL,91.3
2024-01-02 09:45:00,zone_0,12.053,12.0457,0.0073,0,9.5925,1.2557414646859526,CRITICAL,100.0
2024-01-02 10:00:00,zone_0,7.9864,7.9845,0.0019,0,9.5925,0.8323690383111806,HIGH,83.2
2024-01-02 10:15:00,zone_0,8.0026,8.0032,-0.0006,0,9.5925,0.8343184779775866,HIGH,83.4
2024-01-02 10:30:00,zone_0,8.388300000000001,8.397,-0.0087,0,9.5925,0.875371383893667,HIGH,87.5
2024-01-02 10:45:00,zone_0,8.391300000000001,8.397,-0.0057,0,9.5925,0.875371383893667,HIGH,87.5
2024-01-02 11:00:00,zone_0,7.7437,7.7376,0.0061,0,9.5925,0.8066301798279907,HIGH,80.7
2024-01-02 11:15:00,zone_0,7.7474,7.752,-0.0046,0,9.5925,0.8081313526192339,HIGH,80.8
2024-01-02 11:30:00,zone_0,8.2486,8.253,-0.0044,0,9.5925,0.8603596559812354,HIGH,86.0
2024-01-02 11:45:00,zone_0,8.0644,8.0612,0.0032,0,9.5925,0.8403648683867605,HIGH,84.0
2024-01-02 12:00:00,zone_0,21.9806,21.8854,0.0952,0,9.5925,2.2815115976022935,CRITICAL,100.0
2024-01-02 12:15:00,zone_0,6.3001000000000005,6.3005,-0.0004,0,9.5925,0.6568152202241335,MEDIUM,65.7
2024-01-02 12:30:00,zone_0,7.6253,7.6237,0.0016,0,9.5925,0.7947563200416994,HIGH,79.5
2024-01-02 12:45:00,zone_0,7.5557,7.556,-0.0003,0,9.5925,0.7876987229606464,HIGH,78.8
2024-01-02 13:00:00,zone_0,7.589900000000001,7.5809,0.009,0,9.5925,0.790294500912171,HIGH,79.0
2024-01-02 13:15:00,zone_0,8.6196,8.622,-0.0024,0,9.5925,0.8988272087568413,HIGH,89.9
2024-01-02 13:30:00,zone_0,6.8645,6.8649,-0.0004,0,9.5925,0.715652853792025,MEDIUM,71.6
2024-01-02 13:45:00,zone_0,7.9719,7.9691,0.0028,0,9.5925,0.8307636174094345,HIGH,83.1
2024-01-02 14:00:00,zone_0,7.8107,7.8142,-0.0035,0,9.5925,0.8146155850925202,HIGH,81.5
2024-01-02 14:15:00,zone_0,8.8614,8.8616,-0.0002,0,9.5925,0.9238050560333594,CRITICAL,92.4
2024-01-02 14:30:00,zone_0,8.416,8.4084,0.0076,0,9.5925,0.8765598123534012,HIGH,87.7
2024-01-02 14:45:00,zone_0,8.5079,8.5113,-0.0034,0,9.5925,0.8872869429241595,HIGH,88.7
2024-01-02 15:00:00,zone_0,7.6105,7.6124,-0.0019,0,9.5925,0.7935783163930155,HIGH,79.4
2024-01-02 15:15:00,zone_0,8.099499999999999,8.0973,0.0022,0,9.5925,0.8441282251759188,HIGH,84.4
2024-01-02 15:30:00,zone_0,8.5765,8.5767,-0.0002,0,9.5925,0.8941047693510557,HIGH,89.4
2024-01-02 15:45:00,zone_0,8.1825,8.181,0.0015,0,9.5925,0.8528537920250195,HIGH,85.3
2024-01-02 16:00:00,zone_0,8.6109,8.6079,0.003,0,9.5925,0.8973573103987491,HIGH,89.7
2024-01-02 16:15:00,zone_0,7.3462,7.3474,-0.0012,0,9.5925,0.7659525671097213,HIGH,76.6
2024-01-02 16:30:00,zone_0,7.4363,7.4383,-0.002,0,9.5925,0.7754287203544437,HIGH,77.5
2024-01-02 16:45:00,zone_0,8.101999999999999,8.0973,0.0047,0,9.5925,0.8441282251759188,HIGH,84.4
2024-01-02 17:00:00,zone_0,7.7726,7.7747,-0.0021,0,9.5925,0.8104977847276519,HIGH,81.0
2024-01-02 17:15:00,zone_0,8.4061,8.4057,0.0004,0,9.5925,0.876278342455043,HIGH,87.6
2024-01-02 17:30:00,zone_0,8.1009,8.0973,0.0036,0,9.5925,0.8441282251759188,HIGH,84.4
2024-01-02 17:45:00,zone_0,7.94,7.9404,-0.0004,0,9.5925,0.8277716966379985,HIGH,82.8
2024-01-02 18:00:00,zone_0,8.5911,8.5973,-0.0062,0,9.5925,0.8962522804274173,HIGH,89.6
2024-01-02 18:15:00,zone_0,8.7868,8.7857,0.0011,0,9.5925,0.915892624446182,CRITICAL,91.6
2024-01-02 18:30:00,zone_0,8.749600000000001,8.7518,-0.0022,0,9.5925,0.9123586135001303,CRITICAL,91.2
2024-01-02 18:45:00,zone_0,8.3249,8.3228,0.0021,0,9.5925,0.8676361740943447,HIGH,86.8
2024-01-02 19:00:00,zone_0,8.7837,8.7835,0.0002,0,9.5925,0.9156632786030754,CRITICAL,91.6
2024-01-02 19:15:00,zone_0,9.5183,9.5154,0.0029,0,9.5925,0.9919624706802189,CRITICAL,99.2
2024-01-02 19:30:00,zone_0,13.0275,13.0109,0.0166,0,9.5925,1.3563617409434454,CRITICAL,100.0
2024-01-02 19:45:00,zone_0,8.091,8.0904,0.0006,0,9.5925,0.8434089132134481,HIGH,84.3
2024-01-02 20:00:00,zone_0,8.5735,8.571,0.0025,0,9.5925,0.8935105551211885,HIGH,89.4
2024-01-02 20:15:00,zone_0,8.9237,8.9188,0.0049,0,9.5925,0.9297680479541308,CRITICAL,93.0
2024-01-02 20:30:00,zone_0,8.536999999999999,8.5337,0.0033,0,9.5925,0.8896221005994267,HIGH,89.0
2024-01-02 20:45:00,zone_0,9.0546,9.0592,-0.0046,0,9.5925,0.9444044826687518,CRITICAL,94.4
2024-01-02 21:00:00,zone_0,7.2864,7.2858,0.0006,0,9.5925,0.7595308835027366,HIGH,76.0
2024-01-02 21:15:00,zone_0,7.5208,7.5182,0.0026,0,9.5925,0.7837581443836331,HIGH,78.4
2024-01-02 21:30:00,zone_0,6.5854,6.5922,-0.0068,0,9.5925,0.6872243940578577,MEDIUM,68.7
2024-01-02 21:45:00,zone_0,7.4365,7.4382,-0.0017,0,9.5925,0.7754182955433934,HIGH,77.5
2024-01-02 22:00:00,zone_0,5.7915,5.7918,-0.0003,0,9.5925,0.6037842064112589,MEDIUM,60.4
2024-01-02 22:15:00,zone_0,5.1905,5.1899,0.0006,0,9.5925,0.5410372686995049,LOW,54.1
2024-01-02 22:30:00,zone_0,5.7334000000000005,5.7336,-0.0002,0,9.5925,0.5977169663799844,LOW,59.8
2024-01-02 22:45:00,zone_0,5.8115,5.8112,0.0003,0,9.5925,0.605806619755017,MEDIUM,60.6
2024-01-02 23:00:00,zone_0,4.7843,4.7868,-0.0025,0,9.5925,0.49901485535574674,LOW,49.9
2024-01-02 23:15:00,zone_0,4.3625,4.3626,-0.0001,0,9.5925,0.45479280688037527,LOW,45.5
2024-01-02 23:30:00,zone_0,5.148000000000001,5.1474,0.0006,0,9.5925,0.5366067240031275,LOW,53.7
2024-01-02 23:45:00,zone_0,4.2035,4.2039,-0.0004,0,9.5925,0.43824863174354967,LOW,43.8
2024-01-03 00:00:00,zone_0,4.1178,4.1213,-0.0035,0,9.5925,0.42963773781600206,LOW,43.0
2024-01-03 00:15:00,zone_0,4.693899999999999,4.6933,0.0006,0,9.5925,0.48926765702371644,LOW,48.9
2024-01-03 00:30:00,zone_0,4.9125000000000005,4.9125,0.0,0,9.5925,0.5121188428459734,LOW,51.2
2024-01-03 00:45:00,zone_0,4.0777,4.0781,-0.0004,0,9.5925,0.42513421944227264,LOW,42.5
2024-01-03 01:00:00,zone_0,4.0997,4.1001,-0.0004,0,9.5925,0.42742767787333863,LOW,42.7
2024-01-03 01:15:00,zone_0,3.9647,3.9627,0.002,0,9.5925,0.41310398749022675,LOW,41.3
2024-01-03 01:30:00,zone_0,4.549,4.5491,-0.0001,0,9.5925,0.4742350794891843,LOW,47.4
2024-01-03 01:45:00,zone_0,4.123600000000001,4.1237,-0.0001,0,9.5925,0.42988793328120933,LOW,43.0
2024-01-03 02:00:00,zone_0,4.8735,4.874,-0.0005,0,9.5925,0.508105290591608,LOW,50.8
2024-01-03 02:15:00,zone_0,4.4821,4.4817,0.0004,0,9.5925,0.46720875684128227,LOW,46.7
2024-01-03 02:30:00,zone_0,4.0088,4.0093,-0.0005,0,9.5925,0.4179619494396664,LOW,41.8
2024-01-03 02:45:00,zone_0,4.2647,4.2661,-0.0014,0,9.5925,0.44473286421683605,LOW,44.5
2024-01-03 03:00:00,zone_0,4.4731,4.4709,0.0022,0,9.5925,0.46608287724784997,LOW,46.6
2024-01-03 03:15:00,zone_0,4.5344,4.5325,0.0019,0,9.5925,0.4725045608548345,LOW,47.3
2024-01-03 03:30:00,zone_0,4.915500000000001,4.9147,0.0008,0,9.5925,0.51234818868908,LOW,51.2
2024-01-03 03:45:00,zone_0,4.2263,4.2262,0.0001,0,9.5925,0.4405733646077666,LOW,44.1
2024-01-03 04:00:00,zone_0,4.4383,4.4377,0.0006,0,9.5925,0.46262183997915046,LOW,46.3
2024-01-03 04:15:00,zone_0,4.4467,4.4459,0.0008,0,9.5925,0.46347667448527496,LOW,46.3
2024-01-03 04:30:00,zone_0,4.7524,4.7536,-0.0012,0,9.5925,0.4955538180870472,LOW,49.6
2024-01-03 04:45:00,zone_0,4.193099999999999,4.1944,-0.0013,0,9.5925,0.4372582746937712,LOW,43.7
2024-01-03 05:00:00,zone_0,4.5179,4.5194,-0.0015,0,9.5925,0.4711389106072453,LOW,47.1
2024-01-03 05:15:00,zone_0,4.2891,4.2881,0.001,0,9.5925,0.44702632264790204,LOW,44.7
2024-01-03 05:30:00,zone_0,4.230499999999999,4.2297,0.0008,0,9.5925,0.440938232994527,LOW,44.1
2024-01-03 05:45:00,zone_0,4.413600000000001,4.4138,-0.0002,0,9.5925,0.4601303101381288,LOW,46.0
2024-01-03 06:00:00,zone_0,5.6343,5.6336,0.0007,0,9.5925,0.5872921553296847,LOW,58.7
2024-01-03 06:15:00,zone_0,5.613,5.6125,0.0005,0,9.5925,0.5850925201980715,LOW,58.5
2024-01-03 06:30:00,zone_0,5.942100000000001,5.9452,-0.0031,0,9.5925,0.6197758665624186,MEDIUM,62.0
2024-01-03 06:45:00,zone_0,5.9329,5.9313,0.0016,0,9.5925,0.618326817826427,MEDIUM,61.8
2024-01-03 07:00:00,zone_0,7.279400000000001,7.2752,0.0042,0,9.5925,0.7584258535314048,HIGH,75.8
2024-01-03 07:15:00,zone_0,10.476,10.4706,0.0054,0,9.5925,1.0915402658326818,CRITICAL,100.0
2024-01-03 07:30:00,zone_0,7.6498,7.6488,0.001,0,9.5925,0.7973729476153245,HIGH,79.7
2024-01-03 07:45:00,zone_0,7.1344,7.1351,-0.0007,0,9.5925,0.7438206932499349,MEDIUM,74.4
2024-01-03 08:00:00,zone_0,8.3336,8.3334,0.0002,0,9.5925,0.8687412040656763,HIGH,86.9
2024-01-03 08:15:00,zone_0,8.297,8.2906,0.0064,0,9.5925,0.8642793849361481,HIGH,86.4
2024-01-03 08:30:00,zone_0,8.7602,8.7584,0.0018,0,9.5925,0.9130466510294502,CRITICAL,91.3
2024-01-03 08:45:00,zone_0,8.8743,8.8745,-0.0002,0,9.5925,0.9251498566588481,CRITICAL,92.5
2024-01-03 09:00:00,zone_0,8.6937,8.695,-0.0013,0,9.5925,0.9064373208235602,CRITICAL,90.6
2024-01-03 09:15:00,zone_0,18.4138,18.4122,0.0016,0,9.5925,1.9194370602032838,CRITICAL,100.0
2024-01-03 09:30:00,zone_0,8.5256,8.5308,-0.0052,0,9.5925,0.8893197810789679,HIGH,88.9
2024-01-03 09:45:00,zone_0,8.064,8.0612,0.0028,0,9.5925,0.8403648683867605,HIGH,84.0
2024-01-03 10:00:00,zone_0,7.7412,7.7376,0.0036,0,9.5925,0.8066301798279907,HIGH,80.7
2024-01-03 10:15:00,zone_0,8.6251,8.6253,-0.0002,0,9.5925,0.8991712275215011,HIGH,89.9
2024-01-03 10:30:00,zone_0,8.2723,8.2657,0.0066,0,9.5925,0.8616836069846235,HIGH,86.2
2024-01-03 10:45:00,zone_0,8.8052,8.805,0.0002,0,9.5925,0.9179046129788898,CRITICAL,91.8
