zone_id,timestamp,total_consumption,mean_consumption,std_consumption,meter_count,max_consumption,min_consumption,hour,day_of_week,month,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,zone_roll_mean_24h,zone_lag_24h,zone_lag_7d
zone_0,2024-01-01 05:45:00,4.625100000000001,0.4625100000000001,1.1121535659850816,10,3.6274,0.0925,5,0,1,0,0.9659258262890683,0.25881904510252074,0.0,1.0,4.225879166666666,,
zone_0,2024-01-01 06:00:00,5.6208,0.56208,1.1074022884410364,10,3.7131,0.187,6,0,1,0,1.0,6.123233995736766e-17,0.0,1.0,4.281676,,
zone_0,2024-01-01 06:15:00,5.8015,0.5801499999999999,1.1642380161862667,10,3.8924,0.162,6,0,1,0,1.0,6.123233995736766e-17,0.0,1.0,4.340130769230769,,
zone_0,2024-01-01 06:30:00,5.7493,0.5749299999999999,1.1594702076092054,10,3.8732,0.1513,6,0,1,0,1.0,6.123233995736766e-17,0.0,1.0,4.392322222222222,,
zone_0,2024-01-01 06:45:00,5.6313,0.56313,1.1420100330849403,10,3.8117,0.1552,6,0,1,0,1.0,6.123233995736766e-17,0.0,1.0,4.436571428571429,,
zone_0,2024-01-01 07:00:00,6.9288,0.6928799999999999,1.1226304465653671,10,3.8769,0.235,7,0,1,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,4.5225103448275865,,
zone_0,2024-01-01 07:15:00,7.1444,0.71444,1.2535972002379572,10,4.2742,0.2293,7,0,1,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,4.609906666666666,,
zone_0,2024-01-01 07:30:00,7.503299999999999,0.7503299999999999,1.2634550469512822,10,4.3354,0.2557,7,0,1,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,4.703241935483871,,
zone_0,2024-01-01 07:45:00,6.5291999999999994,0.65292,1.1196105938127676,10,3.8205,0.0131,7,0,1,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,4.760303125,,
zone_0,2024-01-01 08:00:00,7.8453,0.78453,1.2726159646352253,10,4.3411,0.2215,8,0,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,4.853787878787879,,
zone_0,2024-01-01 08:15:00,7.3547,0.7354700000000001,1.1062154030246047,10,3.8072,0.2103,8,0,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,4.927344117647059,,
zone_0,2024-01-01 08:30:00,7.9803,0.79803,1.3337765896964235,10,4.5275,0.2085,8,0,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,5.014571428571428,,
zone_0,2024-01-01 08:45:00,9.333400000000001,0.9333400000000001,1.3010324935732134,10,4.3798,0.2169,8,0,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,5.134538888888889,,
zone_0,2024-01-01 09:00:00,17.588700000000003,1.7588700000000004,3.1058598094032943,10,9.4029,0.1918,9,0,1,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,5.471137837837838,,
zone_0,2024-01-01 09:15:00,8.732700000000001,0.8732700000000001,1.448842785773836,10,4.8611,0.1846,9,0,1,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,5.556968421052632,,
zone_0,2024-01-01 09:30:00,7.9002,0.79002,1.2499097085612045,10,4.2202,0.1866,9,0,1,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,5.617051282051282,,
zone_0,2024-01-01 09:45:00,8.8519,0.88519,1.4913254108342688,10,4.9949,0.1853,9,0,1,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,5.6979225,,
zone_0,2024-01-01 10:00:00,9.5094,0.9509399999999999,1.3983250863483465,10,4.6194,0.136,10,0,1,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,5.790885365853659,,
zone_0,2024-01-01 10:15:00,7.6634,0.76634,1.2271674541171813,10,3.9763,0.1289,10,0,1,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,5.835469047619047,,
zone_0,2024-01-01 10:30:00,7.9197,0.79197,1.3073511991385058,10,4.2527,0.1226,10,0,1,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,5.883939534883721,,
zone_0,2024-01-01 10:45:00,8.2527,0.8252700000000001,1.3823809653798207,10,4.4568,0.0048,10,0,1,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,5.937775000000001,,
zone_0,2024-01-01 11:00:00,7.9953,0.7995300000000001,1.3948995583513848,10,4.5507,0.1106,11,0,1,0,0.258819045102521,-0.9659258262890682,0.0,1.0,5.983497777777778,,
zone_0,2024-01-01 11:15:00,8.4574,0.8457399999999999,1.559538866460211,10,5.094,0.1123,11,0,1,0,0.258819045102521,-0.9659258262890682,0.0,1.0,6.037278260869566,,
zone_0,2024-01-01 11:30:00,8.3665,0.83665,1.4736891329434292,10,4.8127,0.1152,11,0,1,0,0.258819045102521,-0.9659258262890682,0.0,1.0,6.086836170212766,,
zone_0,2024-01-01 11:45:00,15.5845,1.5584500000000001,2.9196499033845367,10,8.9925,0.1114,11,0,1,0,0.258819045102521,-0.9659258262890682,0.0,1.0,6.284704166666667,,
zone_0,2024-01-01 12:00:00,7.8295,0.78295,1.268065850244204,10,4.127,0.1166,12,0,1,0,1.2246467991473532e-16,-1.0,0.0,1.0,6.3162306122448975,,
zone_0,2024-01-01 12:15:00,7.4518,0.7451800000000001,1.2023766666250826,10,3.9357,0.1219,12,0,1,0,1.2246467991473532e-16,-1.0,0.0,1.0,6.338941999999999,,
zone_0,2024-01-01 12:30:00,7.339,0.7339,1.230771289341227,10,4.0467,0.1248,12,0,1,0,1.2246467991473532e-16,-1.0,0.0,1.0,6.358550980392158,,
zone_0,2024-01-01 12:45:00,7.934,0.7934,1.3650420115635022,10,4.4899,0.1327,12,0,1,0,1.2246467991473532e-16,-1.0,0.0,1.0,6.388848076923077,,
zone_0,2024-01-01 13:00:00,8.5963,0.8596299999999999,1.5900086107733293,10,5.2021,0.1175,13,0,1,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,6.4304981132075465,,
zone_0,2024-01-01 13:15:00,8.3322,0.8332200000000001,1.4723452982684915,10,4.7873,0.112,13,0,1,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,6.465714814814815,,
zone_0,2024-01-01 13:30:00,8.3234,0.83234,1.5148790125507272,10,4.9569,0.1114,13,0,1,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,6.499490909090909,,
zone_0,2024-01-01 13:45:00,8.1168,0.81168,1.4362113561574268,10,4.6838,0.109,13,0,1,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,6.528371428571428,,
zone_0,2024-01-01 14:00:00,8.4742,0.84742,1.5591853027925975,10,5.0924,0.0912,14,0,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,6.562508771929824,,
zone_0,2024-01-01 14:15:00,7.0339,0.70339,1.4522623603268872,10,4.6903,0.0556,14,0,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,6.570636206896552,,
zone_0,2024-01-01 14:30:00,7.564100000000001,0.75641,1.2591195172729943,10,4.0666,0.1101,14,0,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,6.587474576271187,,
zone_0,2024-01-01 14:45:00,7.8378,0.7837799999999999,1.2705887321325584,10,4.093,0.107,14,0,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,6.608313333333333,,
zone_0,2024-01-01 15:00:00,8.568200000000001,0.8568200000000001,1.444424733472349,10,4.7125,0.1385,15,0,1,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,6.64044262295082,,
zone_0,2024-01-01 15:15:00,8.5824,0.85824,1.4249848226872066,10,4.6448,0.1299,15,0,1,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,6.671764516129032,,
zone_0,2024-01-01 15:30:00,7.8007,0.78007,1.3309340237842997,10,4.3853,0.1391,15,0,1,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,6.689684126984127,,
zone_0,2024-01-01 15:45:00,8.3666,0.83666,1.5612829796890337,10,5.1448,0.1209,15,0,1,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,6.7158859375,,
zone_0,2024-01-01 16:00:00,8.217500000000001,0.8217500000000001,1.447551034026473,10,4.7892,0.1344,16,0,1,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,6.738987692307692,,
zone_0,2024-01-01 16:15:00,8.5622,0.8562200000000001,1.4877225165407095,10,4.9188,0.1398,16,0,1,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,6.7666121212121215,,
zone_0,2024-01-01 16:30:00,8.2624,0.82624,1.4585849986278558,10,4.8312,0.1576,16,0,1,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,6.788937313432836,,
zone_0,2024-01-01 16:45:00,7.8068,0.78068,1.2406537235577775,10,4.0803,0.1449,16,0,1,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,6.803905882352941,,
zone_0,2024-01-01 17:00:00,8.4782,0.8478199999999999,1.3671914112921828,10,4.5751,0.1848,17,0,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,6.828171014492754,,
zone_0,2024-01-01 17:15:00,8.7637,0.87637,1.381790443229363,10,4.6068,0.2047,17,0,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,6.855821428571429,,
zone_0,2024-01-01 17:30:00,8.0669,0.80669,1.2493286787978042,10,4.1889,0.1795,17,0,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,6.872878873239436,,
zone_0,2024-01-01 17:45:00,8.7151,0.87151,1.3608423653098922,10,4.5423,0.1896,17,0,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,6.8984652777777775,,
zone_0,2024-01-01 18:00:00,7.8646,0.78646,0.9562089418345996,10,3.2132,0.2448,18,0,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,6.9117,,
zone_0,2024-01-01 18:15:00,8.4631,0.8463100000000001,1.1413102757114055,10,3.8791,0.2101,18,0,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,6.932664864864865,,
zone_0,2024-01-01 18:30:00,8.4565,0.84565,1.0382863897895522,10,3.4528,0.2394,18,0,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,6.952982666666667,,
zone_0,2024-01-01 18:45:00,9.2861,0.9286099999999999,1.3171814642974933,10,4.4475,0.2488,18,0,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,6.983681578947369,,
zone_0,2024-01-01 19:00:00,8.7946,0.8794600000000001,1.078051046204317,10,3.693,0.2721,19,0,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,7.0072,,
zone_0,2024-01-01 19:15:00,8.806000000000001,0.8806,1.0938726109053507,10,3.7378,0.2911,19,0,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,7.030261538461539,,
zone_0,2024-01-01 19:30:00,9.0488,0.90488,1.178005548751316,10,4.0262,0.2291,19,0,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,7.055812658227849,,
zone_0,2024-01-01 19:45:00,8.9659,0.89659,1.1419903457949585,10,3.9164,0.2926,19,0,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,7.07968875,,
zone_0,2024-01-01 20:00:00,8.7433,0.8743299999999999,1.0806073806994945,10,3.6831,0.2705,20,0,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,7.1002271604938265,,
zone_0,2024-01-01 20:15:00,8.7772,0.8777200000000001,1.149562117407223,10,3.9589,0.2599,20,0,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,7.120678048780489,,
zone_0,2024-01-01 20:30:00,8.0658,0.80658,0.9945946665183091,10,3.4191,0.2554,20,0,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,7.132065060240964,,
zone_0,2024-01-01 20:45:00,8.6014,0.86014,1.179173448932203,10,4.0503,0.2516,20,0,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,7.149557142857144,,
zone_0,2024-01-01 21:00:00,7.484,0.7484,1.0675254813508357,10,3.6644,0.2272,21,0,1,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,7.1534917647058816,,
zone_0,2024-01-01 21:15:00,7.5673,0.75673,1.138729279162621,10,3.9073,0.2103,21,0,1,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,7.158303488372093,,
zone_0,2024-01-01 21:30:00,6.7569,0.67569,0.8928223618889083,10,3.1189,0.2254,21,0,1,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,7.153689655172413,,
zone_0,2024-01-01 21:45:00,8.3858,0.83858,0.9744000123152708,10,3.2402,0.2016,21,0,1,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,7.167690909090909,,
zone_0,2024-01-01 22:00:00,5.8597,0.58597,1.1058629009360368,10,3.7189,0.1331,22,0,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,7.152994382022472,,
zone_0,2024-01-01 22:15:00,5.5719,0.5571900000000001,0.9830120463260978,10,3.3281,0.1445,22,0,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,7.135426666666667,,
zone_0,2024-01-01 22:30:00,7.117699999999999,0.7117699999999999,1.2269875839723163,10,4.1316,0.1512,22,0,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,7.135231868131869,,
zone_0,2024-01-01 22:45:00,5.544499999999999,0.5544499999999999,0.979008275132431,10,3.3156,0.1294,22,0,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,7.117941304347826,,
zone_0,2024-01-01 23:00:00,4.5657,0.45657,1.0755935013336178,10,3.514,0.0754,23,0,1,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,7.090497849462365,,
zone_0,2024-01-01 23:15:00,4.3958,0.43958,1.0074178993843617,10,3.3018,0.0683,23,0,1,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,7.06183085106383,,
zone_0,2024-01-01 23:30:00,4.8979,0.48979,1.1669066919281363,10,3.8069,0.0743,23,0,1,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,7.039052631578948,,
zone_0,2024-01-01 23:45:00,4.5421000000000005,0.45421000000000006,1.0430782270120813,10,3.4182,0.0691,23,0,1,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,7.013042708333334,,
zone_0,2024-01-02 00:00:00,3.8107,0.38107,0.9522372464068208,10,3.0905,0.06,0,1,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336,7.007933333333334,4.3012,
zone_0,2024-01-02 00:15:00,4.6375,0.46375,1.2367782171162836,10,3.9833,0.0508,0,1,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336,7.0151666666666666,3.9431,
zone_0,2024-01-02 00:30:00,4.2248,0.42248,1.0878537563069361,10,3.518,0.0541,0,1,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336,7.014405208333334,4.2979,
zone_0,2024-01-02 00:45:00,4.1253,0.41253,1.0477429392641011,10,3.3935,0.0578,0,1,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336,7.016365625,3.9371,
zone_0,2024-01-02 01:00:00,3.7182999999999997,0.37183,0.9344312768856905,10,3.0307,0.0569,1,1,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,7.011398958333333,4.1951,
zone_0,2024-01-02 01:15:00,4.1691,0.41691,1.0667705443690005,10,3.4525,0.0612,1,1,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,7.009953125,4.3079,
zone_0,2024-01-02 01:30:00,3.9197,0.39197000000000004,0.9880799136034831,10,3.2033,0.0517,1,1,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,7.005489583333333,4.3482,
zone_0,2024-01-02 01:45:00,4.3848,0.43848000000000004,1.1348764208787963,10,3.6676,0.052,1,1,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,7.0053093749999995,4.4021,
zone_0,2024-01-02 02:00:00,5.3587,0.53587,1.1219284806379892,10,3.574,0.0526,2,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,7.016941666666667,4.242,
zone_0,2024-01-02 02:15:00,3.8548999999999998,0.38549,0.9872485350148101,10,3.1936,0.0008,2,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,7.0172822916666675,3.8222000000000005,
zone_0,2024-01-02 02:30:00,4.3759999999999994,0.43759999999999993,1.1321036093141925,10,3.659,0.0593,2,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,7.020690625,4.0488,
zone_0,2024-01-02 02:45:00,3.9137,0.39137,0.985371441583776,10,3.1952,0.0548,2,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,7.0187760416666665,4.0975,
zone_0,2024-01-02 03:00:00,4.2331,0.42331,1.0988010248043596,10,3.55,0.0517,3,1,1,0,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,7.016779166666667,4.4248,
zone_0,2024-01-02 03:15:00,4.0719,0.40719000000000005,1.03420012296138,10,3.3498,0.0554,3,1,1,0,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,7.014807291666667,4.2612,
zone_0,2024-01-02 03:30:00,4.1579,0.41579,1.0718252774797041,10,3.4655,0.0574,3,1,1,0,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,7.016274999999999,4.0169999999999995,
zone_0,2024-01-02 03:45:00,3.8819999999999997,0.3882,0.9931509530557555,10,3.2142,0.0537,3,1,1,0,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,7.012702083333334,4.225,
zone_0,2024-01-02 04:00:00,4.747,0.4747,1.2518026291002198,10,4.0367,0.053,4,1,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,7.016140624999999,4.4169,
zone_0,2024-01-02 04:15:00,4.2701,0.42701,1.1132668038505216,10,3.595,0.0561,4,1,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,7.014932291666668,4.3861,
zone_0,2024-01-02 04:30:00,3.7672000000000003,0.37672000000000005,0.943312804016898,10,3.0607,0.0557,4,1,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,7.012785416666667,3.9733,
zone_0,2024-01-02 04:45:00,3.8925,0.38925,0.9722661595468599,10,3.1556,0.0534,4,1,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,7.012272916666666,3.9416999999999995,
zone_0,2024-01-02 05:00:00,4.6316,0.46315999999999996,1.1342307047314297,10,3.6894,0.0029,5,1,1,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,7.015378125000001,4.333500000000001,
zone_0,2024-01-02 05:15:00,4.4184,0.44184,1.0323358499592616,10,3.3795,0.0849,5,1,1,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,7.011819791666667,4.76,
zone_0,2024-01-02 05:30:00,5.187799999999999,0.5187799999999999,1.292541463594538,10,4.1972,0.0833,5,1,1,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,7.0230114583333325,4.1134,
zone_0,2024-01-02 05:45:00,4.3979,0.43979,1.0380012368329177,10,3.3937,0.0885,5,1,1,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,7.020644791666666,4.625100000000001,
zone_0,2024-01-02 06:00:00,5.6579,0.56579,1.1187982277128141,10,3.7473,0.145,6,1,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,7.02103125,5.6208,
zone_0,2024-01-02 06:15:00,5.5537,0.55537,1.097435275793318,10,3.6774,0.165,6,1,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,7.0184500000000005,5.8015,
zone_0,2024-01-02 06:30:00,7.566,0.7565999999999999,1.209541108575204,10,3.7169,0.1622,6,1,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,7.037373958333333,5.7493,
zone_0,2024-01-02 06:45:00,5.4825,0.54825,1.0935713097207902,10,3.6593,0.1637,6,1,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,7.035823958333332,5.6313,
zone_0,2024-01-02 07:00:00,7.099,0.7099,1.1533849044346722,10,3.9807,0.2474,7,1,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,7.037596875000001,6.9288,
zone_0,2024-01-02 07:15:00,7.068599999999999,0.7068599999999999,1.1625433900624,10,4.0058,0.2292,7,1,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,7.036807291666666,7.1444,
zone_0,2024-01-02 07:30:00,8.675600000000001,0.8675600000000001,1.2679709015238128,10,4.2607,0.2589,7,1,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,7.049018749999999,7.503299999999999,
zone_0,2024-01-02 07:45:00,6.7786,0.67786,1.1183270404194532,10,3.8529,0.2534,7,1,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,7.051616666666667,6.5291999999999994,
zone_0,2024-01-02 08:00:00,8.3092,0.8309200000000001,1.3755490199270337,10,4.6824,0.2293,8,1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,7.056448958333334,7.8453,
zone_0,2024-01-02 08:15:00,8.1714,0.81714,1.4180841341597317,10,4.8103,0.23,8,1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,7.064956249999999,7.3547,
zone_0,2024-01-02 08:30:00,7.817500000000001,0.7817500000000001,1.2452598856374433,10,4.251,0.2143,8,1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,7.063260416666666,7.9803,
zone_0,2024-01-02 08:45:00,8.4439,0.84439,1.3543190601019965,10,4.6258,0.249,8,1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,7.053994791666667,9.333400000000001,
zone_0,2024-01-02 09:00:00,8.8293,0.88293,1.4667516854525096,10,4.9091,0.1662,9,1,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,6.962751041666667,17.588700000000003,
zone_0,2024-01-02 09:15:00,8.7114,0.8711399999999999,1.485350088325607,10,4.9415,0.0073,9,1,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,6.962529166666666,8.732700000000001,
zone_0,2024-01-02 09:30:00,8.7565,0.87565,1.4757702284645202,10,4.9359,0.1958,9,1,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,6.971448958333333,7.9002,
zone_0,2024-01-02 09:45:00,12.053,1.2053,1.6750730637464408,10,5.2265,0.1746,9,1,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,7.00479375,8.8519,
zone_0,2024-01-02 10:00:00,7.9864,0.79864,1.3664510774671412,10,4.483,0.1247,10,1,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,6.988929166666668,9.5094,
zone_0,2024-01-02 10:15:00,8.0026,0.80026,1.3635242647068824,10,4.4658,0.1196,10,1,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,6.992462499999999,7.6634,
zone_0,2024-01-02 10:30:00,8.388300000000001,0.8388300000000001,1.4054780610564903,10,4.5852,0.1342,10,1,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,6.99734375,7.9197,
